paper_id,experiment_id,method,method_role,repeat,constraint_violation_rate,hypervolume,igd,investment_cost_index,quality_index,runtime_s,scenario_status
mintou_p3,constraint_repair,MOEA/D,baseline,3,0.104788,0.589173,0.350173,0.814008,0.727597,1.440650,synthetic_smoke_v0
mintou_p3,constraint_repair,MOEA/D,baseline,4,0.099907,0.579824,0.346456,0.805209,0.733533,1.548415,synthetic_smoke_v0
mintou_p3,constraint_repair,MOEA/D,baseline,5,0.108598,0.585136,0.350838,0.809486,0.732958,1.556535,synthetic_smoke_v0
mintou_p3,constraint_repair,PSO,baseline,1,0.106837,0.528532,0.367426,0.824259,0.669968,1.158520,synthetic_smoke_v0
mintou_p3,constraint_repair,PSO,baseline,2,0.112518,0.558476,0.348866,0.821596,0.688879,0.936055,synthetic_smoke_v0
mintou_p3,constraint_repair,PSO,baseline,3,0.109495,0.540701,0.357368,0.841745,0.675333,0.985269,synthetic_smoke_v0
mintou_p3,constraint_repair,PSO,baseline,4,0.105980,0.554057,0.367074,0.814143,0.688505,1.072560,synthetic_smoke_v0
mintou_p3,constraint_repair,PSO,baseline,5,0.109610,0.563694,0.350640,0.812433,0.693636,0.919836,synthetic_smoke_v0
mintou_p3,constraint_repair,GA,baseline,1,0.114304,0.518663,0.365637,0.833522,0.649537,1.069545,synthetic_smoke_v0
mintou_p3,constraint_repair,GA,baseline,2,0.121168,0.521827,0.372863,0.833950,0.640937,0.955083,synthetic_smoke_v0
mintou_p3,constraint_repair,GA,baseline,3,0.108371,0.537985,0.357667,0.822773,0.667724,1.159023,synthetic_smoke_v0
mintou_p3,constraint_repair,GA,baseline,4,0.112964,0.526911,0.377134,0.844625,0.646344,1.116873,synthetic_smoke_v0
mintou_p3,constraint_repair,GA,baseline,5,0.109653,0.523993,0.360818,0.828799,0.658417,1.211178,synthetic_smoke_v0
mintou_p3,constraint_repair,Weighted Sum,baseline,1,0.121092,0.505743,0.373125,0.846971,0.629523,0.488979,synthetic_smoke_v0
mintou_p3,constraint_repair,Weighted Sum,baseline,2,0.123161,0.482330,0.386456,0.845756,0.610691,0.603154,synthetic_smoke_v0
mintou_p3,constraint_repair,Weighted Sum,baseline,3,0.122247,0.508392,0.380226,0.848719,0.627096,0.554837,synthetic_smoke_v0
mintou_p3,constraint_repair,Weighted Sum,baseline,4,0.125722,0.482555,0.399632,0.864190,0.602548,0.553193,synthetic_smoke_v0
mintou_p3,constraint_repair,Weighted Sum,baseline,5,0.116616,0.492614,0.383807,0.854053,0.609793,0.500002,synthetic_smoke_v0
mintou_p3,constraint_repair,fixed_parameters,ablation,1,0.081985,0.660156,0.298333,0.783428,0.826348,1.029925,synthetic_smoke_v0
mintou_p3,constraint_repair,fixed_parameters,ablation,2,0.088620,0.648334,0.311776,0.784104,0.803338,0.942550,synthetic_smoke_v0
mintou_p3,constraint_repair,fixed_parameters,ablation,3,0.087545,0.664745,0.298354,0.766095,0.832484,1.166067,synthetic_smoke_v0
mintou_p3,constraint_repair,fixed_parameters,ablation,4,0.086954,0.635940,0.305455,0.797567,0.802400,1.190438,synthetic_smoke_v0
mintou_p3,constraint_repair,fixed_parameters,ablation,5,0.093733,0.665911,0.305135,0.788706,0.821391,1.270250,synthetic_smoke_v0
mintou_p3,constraint_repair,no_strategy_adaptation,ablation,1,0.094933,0.645139,0.310706,0.780198,0.799362,1.221725,synthetic_smoke_v0
mintou_p3,constraint_repair,no_strategy_adaptation,ablation,2,0.092132,0.635988,0.313025,0.785325,0.793768,1.064511,synthetic_smoke_v0
mintou_p3,constraint_repair,no_strategy_adaptation,ablation,3,0.089261,0.636734,0.313512,0.799067,0.801168,1.091023,synthetic_smoke_v0
mintou_p3,constraint_repair,no_strategy_adaptation,ablation,4,0.094988,0.655323,0.313918,0.794700,0.809189,1.069963,synthetic_smoke_v0
mintou_p3,constraint_repair,no_strategy_adaptation,ablation,5,0.091480,0.644418,0.314085,0.777779,0.795232,1.236396,synthetic_smoke_v0
mintou_p3,constraint_repair,no_constraint_repair,ablation,1,0.092895,0.626241,0.313613,0.790711,0.792253,1.231229,synthetic_smoke_v0
mintou_p3,constraint_repair,no_constraint_repair,ablation,2,0.090396,0.616961,0.331578,0.801277,0.773555,1.229681,synthetic_smoke_v0
mintou_p3,constraint_repair,no_constraint_repair,ablation,3,0.099918,0.623718,0.324334,0.803841,0.787425,1.150928,synthetic_smoke_v0
mintou_p3,constraint_repair,no_constraint_repair,ablation,4,0.100273,0.631246,0.316133,0.786775,0.780276,1.145785,synthetic_smoke_v0
mintou_p3,constraint_repair,no_constraint_repair,ablation,5,0.098310,0.616590,0.330938,0.808646,0.770627,1.142225,synthetic_smoke_v0
mintou_p3,constraint_repair,no_diversity_preservation,ablation,1,0.093023,0.615503,0.323825,0.801356,0.776171,1.216572,synthetic_smoke_v0
mintou_p3,constraint_repair,no_diversity_preservation,ablation,2,0.093088,0.616360,0.318905,0.796168,0.772016,1.267089,synthetic_smoke_v0
mintou_p3,constraint_repair,no_diversity_preservation,ablation,3,0.093850,0.605479,0.339689,0.799903,0.762067,1.104141,synthetic_smoke_v0
mintou_p3,constraint_repair,no_diversity_preservation,ablation,4,0.093812,0.611590,0.337253,0.813818,0.758296,1.366109,synthetic_smoke_v0
mintou_p3,constraint_repair,no_diversity_preservation,ablation,5,0.092806,0.629009,0.329436,0.784406,0.778168,1.357273,synthetic_smoke_v0
mintou_p3,constraint_repair,weighted_sum_only,ablation,1,0.101588,0.593029,0.339107,0.812989,0.740758,1.298100,synthetic_smoke_v0
mintou_p3,constraint_repair,weighted_sum_only,ablation,2,0.095648,0.606810,0.325795,0.796468,0.761030,1.115872,synthetic_smoke_v0
mintou_p3,constraint_repair,weighted_sum_only,ablation,3,0.094526,0.599700,0.326121,0.814605,0.755862,1.181861,synthetic_smoke_v0
mintou_p3,constraint_repair,weighted_sum_only,ablation,4,0.102078,0.581488,0.333141,0.802687,0.734495,1.231077,synthetic_smoke_v0
mintou_p3,constraint_repair,weighted_sum_only,ablation,5,0.103529,0.601329,0.339884,0.805577,0.743127,1.340093,synthetic_smoke_v0
mintou_p3,constraint_repair,no_storage_candidates,ablation,1,0.102263,0.592003,0.347637,0.810710,0.740430,1.368914,synthetic_smoke_v0
mintou_p3,constraint_repair,no_storage_candidates,ablation,2,0.101515,0.580400,0.339627,0.816408,0.731569,1.277354,synthetic_smoke_v0
mintou_p3,constraint_repair,no_storage_candidates,ablation,3,0.102441,0.586130,0.334226,0.817272,0.738725,1.068850,synthetic_smoke_v0
mintou_p3,constraint_repair,no_storage_candidates,ablation,4,0.100761,0.582248,0.353224,0.816547,0.722915,1.181717,synthetic_smoke_v0
mintou_p3,constraint_repair,no_storage_candidates,ablation,5,0.102714,0.578892,0.352924,0.822203,0.712887,1.302553,synthetic_smoke_v0
mintou_p3,constraint_repair,no_der_candidates,ablation,1,0.103806,0.571910,0.357391,0.832801,0.702901,1.230707,synthetic_smoke_v0
mintou_p3,constraint_repair,no_der_candidates,ablation,2,0.105190,0.580088,0.347644,0.808911,0.728777,1.178662,synthetic_smoke_v0
mintou_p3,constraint_repair,no_der_candidates,ablation,3,0.106111,0.564139,0.352416,0.805244,0.715205,1.129368,synthetic_smoke_v0
mintou_p3,constraint_repair,no_der_candidates,ablation,4,0.104134,0.571390,0.346917,0.810289,0.710398,1.126335,synthetic_smoke_v0
mintou_p3,constraint_repair,no_der_candidates,ablation,5,0.107836,0.562316,0.361866,0.813135,0.701472,1.468601,synthetic_smoke_v0
mintou_p3,constraint_repair,low_scenario_count,ablation,1,0.109943,0.564014,0.355121,0.820749,0.708140,1.376010,synthetic_smoke_v0
mintou_p3,constraint_repair,low_scenario_count,ablation,2,0.103946,0.560134,0.346015,0.813513,0.700965,1.410725,synthetic_smoke_v0
mintou_p3,constraint_repair,low_scenario_count,ablation,3,0.102209,0.579278,0.349454,0.829390,0.711931,1.312726,synthetic_smoke_v0
mintou_p3,constraint_repair,low_scenario_count,ablation,4,0.107604,0.562123,0.355290,0.826410,0.699110,1.281333,synthetic_smoke_v0
mintou_p3,constraint_repair,low_scenario_count,ablation,5,0.111101,0.566208,0.362919,0.815132,0.702226,1.309633,synthetic_smoke_v0
mintou_p3,runtime_scalability,CARS-MODE,proposed,1,0.067059,0.743208,0.265074,0.737798,0.926986,1.017226,synthetic_smoke_v0
mintou_p3,runtime_scalability,CARS-MODE,proposed,2,0.065990,0.746172,0.260670,0.735906,0.943975,1.178889,synthetic_smoke_v0
mintou_p3,runtime_scalability,CARS-MODE,proposed,3,0.063104,0.768122,0.261917,0.721447,0.961356,1.122793,synthetic_smoke_v0
mintou_p3,runtime_scalability,CARS-MODE,proposed,4,0.066100,0.759332,0.256690,0.734915,0.951985,1.130867,synthetic_smoke_v0
mintou_p3,runtime_scalability,CARS-MODE,proposed,5,0.069477,0.766936,0.256445,0.732824,0.958681,1.100141,synthetic_smoke_v0
mintou_p3,runtime_scalability,Standard DE,baseline,1,0.094486,0.600243,0.332475,0.809455,0.757934,1.174094,synthetic_smoke_v0
mintou_p3,runtime_scalability,Standard DE,baseline,2,0.099956,0.622900,0.332424,0.802775,0.775308,1.217566,synthetic_smoke_v0
mintou_p3,runtime_scalability,Standard DE,baseline,3,0.092574,0.603326,0.330118,0.796900,0.765248,1.086547,synthetic_smoke_v0
mintou_p3,runtime_scalability,Standard DE,baseline,4,0.097388,0.617439,0.318917,0.793034,0.769199,1.214410,synthetic_smoke_v0
mintou_p3,runtime_scalability,Standard DE,baseline,5,0.098696,0.591769,0.336336,0.815248,0.741627,1.139138,synthetic_smoke_v0
mintou_p3,runtime_scalability,NSGA-II,baseline,1,0.082980,0.673891,0.304330,0.773988,0.832151,1.181474,synthetic_smoke_v0
mintou_p3,runtime_scalability,NSGA-II,baseline,2,0.085822,0.659473,0.313836,0.774094,0.831727,1.358357,synthetic_smoke_v0
mintou_p3,runtime_scalability,NSGA-II,baseline,3,0.083015,0.662316,0.308923,0.778019,0.840163,1.301352,synthetic_smoke_v0
mintou_p3,runtime_scalability,NSGA-II,baseline,4,0.085531,0.693500,0.298295,0.760457,0.858056,1.540267,synthetic_smoke_v0
mintou_p3,runtime_scalability,NSGA-II,baseline,5,0.085210,0.698697,0.299036,0.764725,0.863879,1.260129,synthetic_smoke_v0
mintou_p3,runtime_scalability,MOEA/D,baseline,1,0.088954,0.638293,0.309477,0.788452,0.796523,1.299581,synthetic_smoke_v0
mintou_p3,runtime_scalability,MOEA/D,baseline,2,0.092769,0.660900,0.307201,0.775755,0.830127,1.286757,synthetic_smoke_v0
mintou_p3,runtime_scalability,MOEA/D,baseline,3,0.085283,0.648358,0.304770,0.780200,0.810650,1.126884,synthetic_smoke_v0
mintou_p3,runtime_scalability,MOEA/D,baseline,4,0.095658,0.643977,0.318668,0.785390,0.806909,1.266008,synthetic_smoke_v0
mintou_p3,runtime_scalability,MOEA/D,baseline,5,0.094542,0.652933,0.307586,0.785210,0.804012,1.299092,synthetic_smoke_v0
mintou_p3,runtime_scalability,PSO,baseline,1,0.095458,0.604418,0.321533,0.797704,0.763607,0.830816,synthetic_smoke_v0
mintou_p3,runtime_scalability,PSO,baseline,2,0.097962,0.589934,0.326504,0.813910,0.747948,0.822197,synthetic_smoke_v0
mintou_p3,runtime_scalability,PSO,baseline,3,0.105268,0.591690,0.334988,0.815292,0.736097,0.981985,synthetic_smoke_v0
mintou_p3,runtime_scalability,PSO,baseline,4,0.097315,0.593780,0.335277,0.800660,0.747153,1.069164,synthetic_smoke_v0
mintou_p3,runtime_scalability,PSO,baseline,5,0.106631,0.584106,0.345481,0.815927,0.735939,1.069743,synthetic_smoke_v0
mintou_p3,runtime_scalability,GA,baseline,1,0.101079,0.591736,0.336291,0.802977,0.747404,0.951457,synthetic_smoke_v0
mintou_p3,runtime_scalability,GA,baseline,2,0.102697,0.599083,0.340407,0.816006,0.747667,0.944741,synthetic_smoke_v0
mintou_p3,runtime_scalability,GA,baseline,3,0.110409,0.565298,0.350897,0.813744,0.712350,1.011147,synthetic_smoke_v0
mintou_p3,runtime_scalability,GA,baseline,4,0.104470,0.584222,0.338579,0.798854,0.735122,1.062966,synthetic_smoke_v0
mintou_p3,runtime_scalability,GA,baseline,5,0.099265,0.588975,0.332574,0.798694,0.737773,1.006252,synthetic_smoke_v0
mintou_p3,runtime_scalability,Weighted Sum,baseline,1,0.105915,0.561878,0.364165,0.830971,0.690004,0.544457,synthetic_smoke_v0
mintou_p3,runtime_scalability,Weighted Sum,baseline,2,0.112207,0.539073,0.355138,0.832301,0.675635,0.525719,synthetic_smoke_v0
mintou_p3,runtime_scalability,Weighted Sum,baseline,3,0.108029,0.555162,0.350098,0.826129,0.691680,0.533836,synthetic_smoke_v0
mintou_p3,runtime_scalability,Weighted Sum,baseline,4,0.107614,0.559467,0.352348,0.827550,0.702001,0.517511,synthetic_smoke_v0
mintou_p3,runtime_scalability,Weighted Sum,baseline,5,0.108029,0.539284,0.369724,0.832927,0.670191,0.506480,synthetic_smoke_v0
mintou_p3,runtime_scalability,fixed_parameters,ablation,1,0.077153,0.725545,0.265265,0.761585,0.911216,0.905212,synthetic_smoke_v0
mintou_p3,runtime_scalability,fixed_parameters,ablation,2,0.072677,0.711398,0.273727,0.743070,0.896857,1.153124,synthetic_smoke_v0
mintou_p3,runtime_scalability,fixed_parameters,ablation,3,0.078212,0.724346,0.270093,0.762043,0.908712,1.176776,synthetic_smoke_v0
mintou_p3,runtime_scalability,fixed_parameters,ablation,4,0.079130,0.713773,0.275782,0.752448,0.904037,0.925411,synthetic_smoke_v0
mintou_p3,runtime_scalability,fixed_parameters,ablation,5,0.072565,0.712089,0.285224,0.762390,0.897036,1.157127,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_strategy_adaptation,ablation,1,0.075837,0.696281,0.285392,0.760244,0.872958,1.108619,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_strategy_adaptation,ablation,2,0.084909,0.701951,0.288044,0.751472,0.874138,1.149467,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_strategy_adaptation,ablation,3,0.075543,0.699442,0.292174,0.758765,0.874043,1.031855,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_strategy_adaptation,ablation,4,0.076870,0.699695,0.281495,0.773143,0.873303,1.082726,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_strategy_adaptation,ablation,5,0.077096,0.714318,0.276600,0.758775,0.883353,1.151376,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_constraint_repair,ablation,1,0.083348,0.672264,0.296838,0.763175,0.851991,0.876696,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_constraint_repair,ablation,2,0.077731,0.680706,0.299729,0.771405,0.860162,1.106419,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_constraint_repair,ablation,3,0.078092,0.701514,0.294443,0.754371,0.880739,1.215473,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_constraint_repair,ablation,4,0.075042,0.703910,0.278620,0.752833,0.879339,0.915343,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_constraint_repair,ablation,5,0.085943,0.687233,0.286529,0.772093,0.871487,1.056772,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_diversity_preservation,ablation,1,0.081914,0.671956,0.309125,0.784800,0.830767,0.981158,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_diversity_preservation,ablation,2,0.081000,0.693674,0.296718,0.774445,0.855335,1.245579,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_diversity_preservation,ablation,3,0.083437,0.695816,0.284770,0.770287,0.865119,1.217249,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_diversity_preservation,ablation,4,0.084378,0.691232,0.291011,0.764290,0.861538,1.026279,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_diversity_preservation,ablation,5,0.085311,0.678869,0.303435,0.780008,0.847819,1.261295,synthetic_smoke_v0
mintou_p3,runtime_scalability,weighted_sum_only,ablation,1,0.084212,0.664619,0.309446,0.767162,0.832817,1.040998,synthetic_smoke_v0
mintou_p3,runtime_scalability,weighted_sum_only,ablation,2,0.090788,0.648748,0.297214,0.782874,0.823403,1.094948,synthetic_smoke_v0
mintou_p3,runtime_scalability,weighted_sum_only,ablation,3,0.088573,0.655827,0.310091,0.774798,0.822016,1.101457,synthetic_smoke_v0
mintou_p3,runtime_scalability,weighted_sum_only,ablation,4,0.090911,0.670557,0.301376,0.769177,0.836317,1.101793,synthetic_smoke_v0
mintou_p3,runtime_scalability,weighted_sum_only,ablation,5,0.090751,0.661514,0.312748,0.768949,0.823230,1.093490,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_storage_candidates,ablation,1,0.083382,0.656615,0.297734,0.786289,0.828813,0.952262,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_storage_candidates,ablation,2,0.091582,0.656613,0.319476,0.786107,0.811939,0.988054,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_storage_candidates,ablation,3,0.084203,0.659115,0.308944,0.777087,0.817834,1.098054,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_storage_candidates,ablation,4,0.092983,0.669406,0.309608,0.774889,0.825831,1.318264,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_storage_candidates,ablation,5,0.093124,0.638342,0.312294,0.782388,0.799304,1.028197,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_der_candidates,ablation,1,0.085999,0.631592,0.323273,0.787788,0.800211,1.185200,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_der_candidates,ablation,2,0.093883,0.621240,0.335422,0.791691,0.772468,1.160571,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_der_candidates,ablation,3,0.092975,0.618881,0.322675,0.800384,0.784755,1.128833,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_der_candidates,ablation,4,0.096939,0.612849,0.330120,0.793156,0.771166,1.353315,synthetic_smoke_v0
mintou_p3,runtime_scalability,no_der_candidates,ablation,5,0.094310,0.641935,0.320463,0.785275,0.801618,1.368502,synthetic_smoke_v0
mintou_p3,runtime_scalability,low_scenario_count,ablation,1,0.093225,0.626418,0.317754,0.792140,0.787697,1.000746,synthetic_smoke_v0
mintou_p3,runtime_scalability,low_scenario_count,ablation,2,0.101425,0.622081,0.332728,0.800641,0.773884,1.212196,synthetic_smoke_v0
mintou_p3,runtime_scalability,low_scenario_count,ablation,3,0.096776,0.604690,0.333345,0.791396,0.766842,1.012669,synthetic_smoke_v0
mintou_p3,runtime_scalability,low_scenario_count,ablation,4,0.095285,0.597918,0.328824,0.791836,0.757465,1.140275,synthetic_smoke_v0
mintou_p3,runtime_scalability,low_scenario_count,ablation,5,0.102518,0.600643,0.328595,0.793668,0.754969,1.325665,synthetic_smoke_v0
