paper_id,experiment_id,method,method_role,repeat,mae,mape,peak_load_error,quality_index,rmse,runtime_s,scenario_status,spatial_transfer_error
mintou_p2,cross_region_transfer,BiLSTM,baseline,2,0.562715,0.128754,0.170132,0.699696,0.679731,0.809770,synthetic_smoke_v0,0.200261
mintou_p2,cross_region_transfer,BiLSTM,baseline,3,0.585109,0.131465,0.178644,0.685009,0.715693,0.951948,synthetic_smoke_v0,0.204563
mintou_p2,cross_region_transfer,BiLSTM,baseline,4,0.574689,0.133631,0.176641,0.690765,0.714265,0.974240,synthetic_smoke_v0,0.204823
mintou_p2,cross_region_transfer,BiLSTM,baseline,5,0.573504,0.127468,0.178017,0.698936,0.684850,0.792310,synthetic_smoke_v0,0.200432
mintou_p2,cross_region_transfer,TCN,baseline,1,0.578755,0.132043,0.177552,0.694889,0.699880,0.800265,synthetic_smoke_v0,0.196346
mintou_p2,cross_region_transfer,TCN,baseline,2,0.563762,0.129675,0.168730,0.709277,0.677612,0.750038,synthetic_smoke_v0,0.196654
mintou_p2,cross_region_transfer,TCN,baseline,3,0.567799,0.131952,0.173682,0.705443,0.675572,0.893018,synthetic_smoke_v0,0.205010
mintou_p2,cross_region_transfer,TCN,baseline,4,0.568236,0.131555,0.174588,0.704537,0.697644,0.705724,synthetic_smoke_v0,0.194627
mintou_p2,cross_region_transfer,TCN,baseline,5,0.566105,0.125609,0.172450,0.701666,0.688998,0.904881,synthetic_smoke_v0,0.192946
mintou_p2,cross_region_transfer,Transformer,baseline,1,0.567012,0.127538,0.172153,0.709623,0.690056,1.016029,synthetic_smoke_v0,0.202915
mintou_p2,cross_region_transfer,Transformer,baseline,2,0.563111,0.125648,0.172496,0.708372,0.689356,1.178440,synthetic_smoke_v0,0.193058
mintou_p2,cross_region_transfer,Transformer,baseline,3,0.573161,0.124779,0.166887,0.710273,0.673874,1.131444,synthetic_smoke_v0,0.202910
mintou_p2,cross_region_transfer,Transformer,baseline,4,0.556570,0.128293,0.177736,0.709249,0.688874,1.239694,synthetic_smoke_v0,0.193953
mintou_p2,cross_region_transfer,Transformer,baseline,5,0.558696,0.128282,0.168950,0.719786,0.676742,1.314815,synthetic_smoke_v0,0.198872
mintou_p2,cross_region_transfer,Euclidean GCN,baseline,1,0.540788,0.121266,0.171664,0.730852,0.668045,0.936317,synthetic_smoke_v0,0.195410
mintou_p2,cross_region_transfer,Euclidean GCN,baseline,2,0.558551,0.122600,0.161276,0.741325,0.654613,1.161660,synthetic_smoke_v0,0.184196
mintou_p2,cross_region_transfer,Euclidean GCN,baseline,3,0.535456,0.120687,0.170112,0.739682,0.649104,0.927910,synthetic_smoke_v0,0.186904
mintou_p2,cross_region_transfer,Euclidean GCN,baseline,4,0.553807,0.124949,0.170873,0.720392,0.692461,0.990708,synthetic_smoke_v0,0.198348
mintou_p2,cross_region_transfer,Euclidean GCN,baseline,5,0.570705,0.128190,0.165057,0.724739,0.663091,1.250100,synthetic_smoke_v0,0.202611
mintou_p2,cross_region_transfer,GCN-Transformer,baseline,1,0.542382,0.118822,0.164122,0.755912,0.663956,1.060440,synthetic_smoke_v0,0.185500
mintou_p2,cross_region_transfer,GCN-Transformer,baseline,2,0.524938,0.122459,0.157881,0.774058,0.650957,1.180705,synthetic_smoke_v0,0.191342
mintou_p2,cross_region_transfer,GCN-Transformer,baseline,3,0.527677,0.124624,0.171354,0.746876,0.656122,1.315776,synthetic_smoke_v0,0.195663
mintou_p2,cross_region_transfer,GCN-Transformer,baseline,4,0.515514,0.119732,0.159828,0.775117,0.640164,1.183639,synthetic_smoke_v0,0.191458
mintou_p2,cross_region_transfer,GCN-Transformer,baseline,5,0.545708,0.119192,0.160478,0.749329,0.667975,1.083042,synthetic_smoke_v0,0.197098
mintou_p2,cross_region_transfer,CNN-LSTM,baseline,1,0.564613,0.130609,0.179838,0.696415,0.704127,0.835721,synthetic_smoke_v0,0.206749
mintou_p2,cross_region_transfer,CNN-LSTM,baseline,2,0.561719,0.132444,0.177229,0.702731,0.705838,0.926467,synthetic_smoke_v0,0.202276
mintou_p2,cross_region_transfer,CNN-LSTM,baseline,3,0.564989,0.127703,0.169414,0.703421,0.693804,0.873194,synthetic_smoke_v0,0.202172
mintou_p2,cross_region_transfer,CNN-LSTM,baseline,4,0.589782,0.131759,0.168810,0.700158,0.686299,1.104512,synthetic_smoke_v0,0.200702
mintou_p2,cross_region_transfer,CNN-LSTM,baseline,5,0.576396,0.129598,0.169025,0.713313,0.679406,0.953168,synthetic_smoke_v0,0.197650
mintou_p2,cross_region_transfer,euclidean_gcn,ablation,1,0.460754,0.112469,0.145252,0.844250,0.569106,1.056889,synthetic_smoke_v0,0.170034
mintou_p2,cross_region_transfer,euclidean_gcn,ablation,2,0.461469,0.107907,0.147489,0.842454,0.590232,1.273733,synthetic_smoke_v0,0.176626
mintou_p2,cross_region_transfer,euclidean_gcn,ablation,3,0.496055,0.108722,0.153326,0.826951,0.582957,0.945804,synthetic_smoke_v0,0.175177
mintou_p2,cross_region_transfer,euclidean_gcn,ablation,4,0.483490,0.110075,0.148313,0.841640,0.581422,1.288696,synthetic_smoke_v0,0.167912
mintou_p2,cross_region_transfer,euclidean_gcn,ablation,5,0.471349,0.113986,0.148924,0.827366,0.601955,1.206979,synthetic_smoke_v0,0.172886
mintou_p2,cross_region_transfer,fixed_curvature,ablation,1,0.491789,0.116410,0.147614,0.819515,0.594746,1.270544,synthetic_smoke_v0,0.178038
mintou_p2,cross_region_transfer,fixed_curvature,ablation,2,0.486865,0.111250,0.158195,0.811797,0.620023,1.011322,synthetic_smoke_v0,0.180501
mintou_p2,cross_region_transfer,fixed_curvature,ablation,3,0.483540,0.116026,0.147086,0.828589,0.599359,1.205569,synthetic_smoke_v0,0.171085
mintou_p2,cross_region_transfer,fixed_curvature,ablation,4,0.475221,0.116022,0.156349,0.819735,0.586610,1.264368,synthetic_smoke_v0,0.171017
mintou_p2,cross_region_transfer,fixed_curvature,ablation,5,0.494606,0.117384,0.153337,0.817652,0.597213,1.030497,synthetic_smoke_v0,0.182125
mintou_p2,cross_region_transfer,temporal_only,ablation,1,0.507947,0.110254,0.148901,0.813770,0.591132,1.193538,synthetic_smoke_v0,0.172045
mintou_p2,cross_region_transfer,temporal_only,ablation,2,0.517850,0.118377,0.160497,0.782026,0.615451,1.304795,synthetic_smoke_v0,0.190258
mintou_p2,cross_region_transfer,temporal_only,ablation,3,0.511937,0.114225,0.154742,0.784201,0.616403,1.061086,synthetic_smoke_v0,0.180332
mintou_p2,cross_region_transfer,temporal_only,ablation,4,0.499474,0.111716,0.149441,0.809739,0.604460,1.074893,synthetic_smoke_v0,0.172618
mintou_p2,cross_region_transfer,temporal_only,ablation,5,0.503446,0.117134,0.164922,0.783629,0.635775,1.198606,synthetic_smoke_v0,0.187236
mintou_p2,cross_region_transfer,no_weather_features,ablation,1,0.517858,0.116598,0.159536,0.790675,0.615132,1.234793,synthetic_smoke_v0,0.179102
mintou_p2,cross_region_transfer,no_weather_features,ablation,2,0.537712,0.123003,0.159377,0.769189,0.643690,1.195371,synthetic_smoke_v0,0.188978
mintou_p2,cross_region_transfer,no_weather_features,ablation,3,0.528679,0.114269,0.156939,0.784191,0.632693,1.256626,synthetic_smoke_v0,0.188326
mintou_p2,cross_region_transfer,no_weather_features,ablation,4,0.515536,0.118698,0.162985,0.765340,0.652196,1.090964,synthetic_smoke_v0,0.184899
mintou_p2,cross_region_transfer,no_weather_features,ablation,5,0.525771,0.122259,0.158682,0.773831,0.647488,1.216765,synthetic_smoke_v0,0.179875
mintou_p2,cross_region_transfer,physical_edges_only,ablation,1,0.532421,0.122623,0.165875,0.774756,0.636304,1.159772,synthetic_smoke_v0,0.188103
mintou_p2,cross_region_transfer,physical_edges_only,ablation,2,0.522336,0.124194,0.169762,0.755417,0.665761,1.316340,synthetic_smoke_v0,0.191115
mintou_p2,cross_region_transfer,physical_edges_only,ablation,3,0.543856,0.120191,0.161758,0.749723,0.647674,1.076943,synthetic_smoke_v0,0.196699
mintou_p2,cross_region_transfer,physical_edges_only,ablation,4,0.550740,0.122741,0.163393,0.752731,0.640691,1.452731,synthetic_smoke_v0,0.184541
mintou_p2,cross_region_transfer,physical_edges_only,ablation,5,0.526982,0.120419,0.168395,0.761568,0.659393,1.238916,synthetic_smoke_v0,0.180395
mintou_p2,cross_region_transfer,poincare_only,ablation,1,0.548467,0.125620,0.167096,0.746925,0.653763,1.242782,synthetic_smoke_v0,0.192766
mintou_p2,cross_region_transfer,poincare_only,ablation,2,0.528175,0.123888,0.166076,0.751116,0.661691,1.052846,synthetic_smoke_v0,0.193291
mintou_p2,cross_region_transfer,poincare_only,ablation,3,0.547918,0.124009,0.170038,0.747526,0.643883,1.410141,synthetic_smoke_v0,0.188025
mintou_p2,cross_region_transfer,poincare_only,ablation,4,0.535026,0.120173,0.167790,0.747046,0.650112,1.431303,synthetic_smoke_v0,0.186959
mintou_p2,cross_region_transfer,poincare_only,ablation,5,0.525913,0.119004,0.158617,0.755445,0.665172,1.446145,synthetic_smoke_v0,0.182149
mintou_p2,cross_region_transfer,short_horizon_only,ablation,1,0.561437,0.127931,0.169464,0.718022,0.679839,1.281900,synthetic_smoke_v0,0.198261
mintou_p2,cross_region_transfer,short_horizon_only,ablation,2,0.547955,0.127805,0.172094,0.731053,0.679429,1.104910,synthetic_smoke_v0,0.187426
mintou_p2,cross_region_transfer,short_horizon_only,ablation,3,0.558634,0.121027,0.165434,0.741359,0.662669,1.304866,synthetic_smoke_v0,0.189289
mintou_p2,cross_region_transfer,short_horizon_only,ablation,4,0.557759,0.122412,0.168781,0.734894,0.654657,1.305035,synthetic_smoke_v0,0.196587
mintou_p2,cross_region_transfer,short_horizon_only,ablation,5,0.559906,0.121638,0.168688,0.733974,0.681973,1.303205,synthetic_smoke_v0,0.185572
mintou_p2,missing_node_robustness,HyG-LoadFormer,proposed,1,0.455106,0.104888,0.144460,0.871831,0.557930,1.095961,synthetic_smoke_v0,0.167038
mintou_p2,missing_node_robustness,HyG-LoadFormer,proposed,2,0.430281,0.107622,0.141423,0.890121,0.549773,1.064562,synthetic_smoke_v0,0.164157
mintou_p2,missing_node_robustness,HyG-LoadFormer,proposed,3,0.460291,0.109775,0.142765,0.861135,0.562834,1.454327,synthetic_smoke_v0,0.162568
mintou_p2,missing_node_robustness,HyG-LoadFormer,proposed,4,0.454601,0.110930,0.149435,0.857254,0.559434,1.202629,synthetic_smoke_v0,0.163466
mintou_p2,missing_node_robustness,HyG-LoadFormer,proposed,5,0.448983,0.100409,0.134412,0.889393,0.551713,1.125086,synthetic_smoke_v0,0.166798
mintou_p2,missing_node_robustness,ARIMA,baseline,1,0.666136,0.144292,0.194157,0.577569,0.796745,0.388575,synthetic_smoke_v0,0.218720
mintou_p2,missing_node_robustness,ARIMA,baseline,2,0.675312,0.146713,0.198054,0.572346,0.786784,0.405882,synthetic_smoke_v0,0.230014
mintou_p2,missing_node_robustness,ARIMA,baseline,3,0.668923,0.146992,0.193997,0.563815,0.792614,0.359278,synthetic_smoke_v0,0.224411
mintou_p2,missing_node_robustness,ARIMA,baseline,4,0.670480,0.149065,0.194492,0.556648,0.816771,0.355858,synthetic_smoke_v0,0.232729
mintou_p2,missing_node_robustness,ARIMA,baseline,5,0.677976,0.144465,0.202849,0.571515,0.791592,0.366440,synthetic_smoke_v0,0.222296
mintou_p2,missing_node_robustness,XGBoost,baseline,1,0.586823,0.131390,0.176861,0.672390,0.703329,0.584500,synthetic_smoke_v0,0.201246
mintou_p2,missing_node_robustness,XGBoost,baseline,2,0.627449,0.134025,0.178686,0.646536,0.731449,0.640392,synthetic_smoke_v0,0.208880
mintou_p2,missing_node_robustness,XGBoost,baseline,3,0.595671,0.136266,0.177132,0.656976,0.721763,0.638016,synthetic_smoke_v0,0.201948
mintou_p2,missing_node_robustness,XGBoost,baseline,4,0.617496,0.137198,0.180194,0.653239,0.722082,0.560798,synthetic_smoke_v0,0.214065
mintou_p2,missing_node_robustness,XGBoost,baseline,5,0.608484,0.133876,0.176310,0.657210,0.713125,0.660508,synthetic_smoke_v0,0.212498
mintou_p2,missing_node_robustness,LSTM,baseline,1,0.591068,0.131895,0.179860,0.685931,0.718231,0.846293,synthetic_smoke_v0,0.199286
mintou_p2,missing_node_robustness,LSTM,baseline,2,0.571239,0.129690,0.176495,0.693120,0.708926,0.882480,synthetic_smoke_v0,0.201655
mintou_p2,missing_node_robustness,LSTM,baseline,3,0.601693,0.131929,0.175866,0.676206,0.726351,0.883260,synthetic_smoke_v0,0.206242
mintou_p2,missing_node_robustness,LSTM,baseline,4,0.596163,0.134152,0.176234,0.670832,0.718648,0.859549,synthetic_smoke_v0,0.198841
mintou_p2,missing_node_robustness,LSTM,baseline,5,0.604485,0.136126,0.182257,0.668319,0.714472,0.826948,synthetic_smoke_v0,0.204185
mintou_p2,missing_node_robustness,BiLSTM,baseline,1,0.601122,0.128533,0.182327,0.685296,0.691470,0.878870,synthetic_smoke_v0,0.199680
mintou_p2,missing_node_robustness,BiLSTM,baseline,2,0.562457,0.130179,0.172605,0.708892,0.688784,0.990976,synthetic_smoke_v0,0.202360
mintou_p2,missing_node_robustness,BiLSTM,baseline,3,0.570271,0.131321,0.177467,0.689568,0.700200,0.877064,synthetic_smoke_v0,0.207076
mintou_p2,missing_node_robustness,BiLSTM,baseline,4,0.568219,0.125815,0.169061,0.710233,0.690530,0.773040,synthetic_smoke_v0,0.190792
mintou_p2,missing_node_robustness,BiLSTM,baseline,5,0.573885,0.133191,0.172607,0.693237,0.691477,0.945651,synthetic_smoke_v0,0.209118
mintou_p2,missing_node_robustness,TCN,baseline,1,0.567066,0.126306,0.166462,0.717811,0.682765,0.763722,synthetic_smoke_v0,0.203229
mintou_p2,missing_node_robustness,TCN,baseline,2,0.573942,0.131289,0.173585,0.710466,0.700342,0.737428,synthetic_smoke_v0,0.198964
mintou_p2,missing_node_robustness,TCN,baseline,3,0.576775,0.126082,0.169911,0.697038,0.705040,0.661055,synthetic_smoke_v0,0.200790
mintou_p2,missing_node_robustness,TCN,baseline,4,0.564222,0.128636,0.173279,0.710996,0.696383,0.850579,synthetic_smoke_v0,0.195290
mintou_p2,missing_node_robustness,TCN,baseline,5,0.570098,0.124927,0.168088,0.723716,0.689047,0.732605,synthetic_smoke_v0,0.202048
mintou_p2,missing_node_robustness,Transformer,baseline,1,0.563427,0.129103,0.168700,0.728250,0.658388,0.945038,synthetic_smoke_v0,0.198707
mintou_p2,missing_node_robustness,Transformer,baseline,2,0.550126,0.124334,0.168519,0.736884,0.657019,1.075313,synthetic_smoke_v0,0.200427
mintou_p2,missing_node_robustness,Transformer,baseline,3,0.546866,0.124102,0.171947,0.732958,0.671994,1.232310,synthetic_smoke_v0,0.189093
mintou_p2,missing_node_robustness,Transformer,baseline,4,0.535348,0.122342,0.169205,0.740755,0.670031,1.156149,synthetic_smoke_v0,0.195027
mintou_p2,missing_node_robustness,Transformer,baseline,5,0.562080,0.120594,0.163557,0.737610,0.676753,1.166641,synthetic_smoke_v0,0.188173
mintou_p2,missing_node_robustness,Euclidean GCN,baseline,1,0.541210,0.121837,0.163839,0.740952,0.656142,1.018767,synthetic_smoke_v0,0.198041
mintou_p2,missing_node_robustness,Euclidean GCN,baseline,2,0.565703,0.126138,0.171766,0.729563,0.657088,0.894468,synthetic_smoke_v0,0.194648
mintou_p2,missing_node_robustness,Euclidean GCN,baseline,3,0.561820,0.126905,0.169257,0.731214,0.659404,0.998097,synthetic_smoke_v0,0.199962
mintou_p2,missing_node_robustness,Euclidean GCN,baseline,4,0.549930,0.118642,0.165103,0.752684,0.649550,1.160410,synthetic_smoke_v0,0.196366
mintou_p2,missing_node_robustness,Euclidean GCN,baseline,5,0.554294,0.129190,0.165262,0.722250,0.674239,1.072993,synthetic_smoke_v0,0.192537
mintou_p2,missing_node_robustness,GCN-Transformer,baseline,1,0.512960,0.116835,0.159463,0.781137,0.643209,1.188044,synthetic_smoke_v0,0.180041
mintou_p2,missing_node_robustness,GCN-Transformer,baseline,2,0.522118,0.125188,0.163490,0.754444,0.665516,1.105788,synthetic_smoke_v0,0.185264
mintou_p2,missing_node_robustness,GCN-Transformer,baseline,3,0.544619,0.126246,0.169988,0.751479,0.664765,1.253919,synthetic_smoke_v0,0.194320
mintou_p2,missing_node_robustness,GCN-Transformer,baseline,4,0.525299,0.122000,0.166841,0.755115,0.638563,1.062574,synthetic_smoke_v0,0.190651
mintou_p2,missing_node_robustness,GCN-Transformer,baseline,5,0.525908,0.116056,0.158924,0.778491,0.641261,1.334894,synthetic_smoke_v0,0.183711
mintou_p2,missing_node_robustness,CNN-LSTM,baseline,1,0.552276,0.123912,0.165550,0.733149,0.665961,1.034229,synthetic_smoke_v0,0.195599
mintou_p2,missing_node_robustness,CNN-LSTM,baseline,2,0.562374,0.131293,0.173380,0.712238,0.671796,1.002451,synthetic_smoke_v0,0.192184
mintou_p2,missing_node_robustness,CNN-LSTM,baseline,3,0.539739,0.124193,0.167093,0.735408,0.680754,0.875039,synthetic_smoke_v0,0.193178
mintou_p2,missing_node_robustness,CNN-LSTM,baseline,4,0.542086,0.126513,0.163364,0.726973,0.681122,1.045200,synthetic_smoke_v0,0.191120
mintou_p2,missing_node_robustness,CNN-LSTM,baseline,5,0.573951,0.128547,0.168298,0.718905,0.672130,0.889346,synthetic_smoke_v0,0.194239
mintou_p2,missing_node_robustness,euclidean_gcn,ablation,1,0.488010,0.115036,0.154099,0.827583,0.588102,1.251542,synthetic_smoke_v0,0.171193
mintou_p2,missing_node_robustness,euclidean_gcn,ablation,2,0.465535,0.108376,0.148357,0.835712,0.585400,1.199786,synthetic_smoke_v0,0.174446
mintou_p2,missing_node_robustness,euclidean_gcn,ablation,3,0.479515,0.111071,0.143540,0.840698,0.583358,1.201645,synthetic_smoke_v0,0.174481
mintou_p2,missing_node_robustness,euclidean_gcn,ablation,4,0.468072,0.107868,0.140555,0.854054,0.568858,1.109929,synthetic_smoke_v0,0.168332
mintou_p2,missing_node_robustness,euclidean_gcn,ablation,5,0.475549,0.110531,0.147428,0.832173,0.584409,1.332089,synthetic_smoke_v0,0.174385
mintou_p2,missing_node_robustness,fixed_curvature,ablation,1,0.485049,0.110719,0.153965,0.810585,0.610848,1.174343,synthetic_smoke_v0,0.185879
mintou_p2,missing_node_robustness,fixed_curvature,ablation,2,0.475843,0.110625,0.149652,0.827357,0.605057,1.305454,synthetic_smoke_v0,0.169710
mintou_p2,missing_node_robustness,fixed_curvature,ablation,3,0.490357,0.111170,0.148862,0.830545,0.577808,0.980810,synthetic_smoke_v0,0.170633
mintou_p2,missing_node_robustness,fixed_curvature,ablation,4,0.469837,0.109084,0.151699,0.834278,0.587126,1.069652,synthetic_smoke_v0,0.176505
mintou_p2,missing_node_robustness,fixed_curvature,ablation,5,0.468381,0.107921,0.153224,0.839279,0.580504,1.088600,synthetic_smoke_v0,0.170549
mintou_p2,missing_node_robustness,temporal_only,ablation,1,0.503483,0.117085,0.150930,0.798509,0.603049,1.324563,synthetic_smoke_v0,0.176428
mintou_p2,missing_node_robustness,temporal_only,ablation,2,0.493116,0.113182,0.146420,0.821501,0.592027,1.058498,synthetic_smoke_v0,0.169561
mintou_p2,missing_node_robustness,temporal_only,ablation,3,0.505576,0.111775,0.152970,0.804660,0.616400,1.093819,synthetic_smoke_v0,0.172559
mintou_p2,missing_node_robustness,temporal_only,ablation,4,0.502154,0.110886,0.149588,0.820111,0.598733,1.303805,synthetic_smoke_v0,0.178585
mintou_p2,missing_node_robustness,temporal_only,ablation,5,0.485567,0.115753,0.149343,0.809651,0.610366,1.068632,synthetic_smoke_v0,0.181787
mintou_p2,missing_node_robustness,no_weather_features,ablation,1,0.519397,0.120499,0.157211,0.795903,0.632360,1.227819,synthetic_smoke_v0,0.180244
mintou_p2,missing_node_robustness,no_weather_features,ablation,2,0.494632,0.114968,0.152702,0.795416,0.626202,1.379549,synthetic_smoke_v0,0.178983
mintou_p2,missing_node_robustness,no_weather_features,ablation,3,0.499165,0.114913,0.151632,0.797858,0.614432,1.236846,synthetic_smoke_v0,0.174826
mintou_p2,missing_node_robustness,no_weather_features,ablation,4,0.511353,0.119922,0.163988,0.781860,0.643296,1.218251,synthetic_smoke_v0,0.178597
mintou_p2,missing_node_robustness,no_weather_features,ablation,5,0.493954,0.118619,0.152037,0.804462,0.620423,1.156383,synthetic_smoke_v0,0.182499
mintou_p2,missing_node_robustness,physical_edges_only,ablation,1,0.508286,0.118341,0.156283,0.783079,0.625834,1.226352,synthetic_smoke_v0,0.189625
mintou_p2,missing_node_robustness,physical_edges_only,ablation,2,0.536283,0.122431,0.166046,0.752800,0.667759,1.148879,synthetic_smoke_v0,0.193179
mintou_p2,missing_node_robustness,physical_edges_only,ablation,3,0.541455,0.119039,0.162486,0.755119,0.660531,1.362078,synthetic_smoke_v0,0.185206
mintou_p2,missing_node_robustness,physical_edges_only,ablation,4,0.525677,0.124108,0.166682,0.768097,0.636896,1.130458,synthetic_smoke_v0,0.182009
mintou_p2,missing_node_robustness,physical_edges_only,ablation,5,0.505951,0.121411,0.159775,0.777169,0.623726,1.349366,synthetic_smoke_v0,0.183121
mintou_p2,missing_node_robustness,poincare_only,ablation,1,0.521368,0.122690,0.157872,0.757130,0.635102,1.186220,synthetic_smoke_v0,0.189965
mintou_p2,missing_node_robustness,poincare_only,ablation,2,0.542849,0.119276,0.160281,0.751384,0.640473,1.040898,synthetic_smoke_v0,0.193751
mintou_p2,missing_node_robustness,poincare_only,ablation,3,0.535105,0.118060,0.161345,0.769306,0.630960,1.371016,synthetic_smoke_v0,0.192809
mintou_p2,missing_node_robustness,poincare_only,ablation,4,0.531824,0.124232,0.166594,0.767350,0.636524,1.251849,synthetic_smoke_v0,0.182158
mintou_p2,missing_node_robustness,poincare_only,ablation,5,0.555226,0.123458,0.170194,0.737277,0.668163,1.200403,synthetic_smoke_v0,0.188009
mintou_p2,missing_node_robustness,short_horizon_only,ablation,1,0.566203,0.123600,0.162848,0.729298,0.677731,1.237340,synthetic_smoke_v0,0.192957
mintou_p2,missing_node_robustness,short_horizon_only,ablation,2,0.556732,0.119238,0.168542,0.746897,0.668039,1.249378,synthetic_smoke_v0,0.188078
mintou_p2,missing_node_robustness,short_horizon_only,ablation,3,0.561244,0.125317,0.163545,0.727576,0.667996,1.147659,synthetic_smoke_v0,0.201797
mintou_p2,missing_node_robustness,short_horizon_only,ablation,4,0.546778,0.128281,0.166268,0.735346,0.666261,1.210825,synthetic_smoke_v0,0.195842
mintou_p2,missing_node_robustness,short_horizon_only,ablation,5,0.546400,0.129551,0.164943,0.723857,0.661304,1.509922,synthetic_smoke_v0,0.197176
mintou_p2,weather_aware_extension,HyG-LoadFormer,proposed,1,0.380423,0.094642,0.121948,0.965721,0.486758,1.159760,synthetic_smoke_v0,0.148602
mintou_p2,weather_aware_extension,HyG-LoadFormer,proposed,2,0.383332,0.094034,0.126539,0.953863,0.489255,1.320697,synthetic_smoke_v0,0.151148
mintou_p2,weather_aware_extension,HyG-LoadFormer,proposed,3,0.391320,0.098594,0.126476,0.954433,0.503293,1.112538,synthetic_smoke_v0,0.146732
mintou_p2,weather_aware_extension,HyG-LoadFormer,proposed,4,0.364465,0.088660,0.129049,0.982037,0.476954,1.309869,synthetic_smoke_v0,0.137302
mintou_p2,weather_aware_extension,HyG-LoadFormer,proposed,5,0.393659,0.093961,0.124884,0.961741,0.500110,1.272158,synthetic_smoke_v0,0.148518
mintou_p2,weather_aware_extension,ARIMA,baseline,1,0.615305,0.134763,0.190106,0.635660,0.743727,0.319801,synthetic_smoke_v0,0.212376
mintou_p2,weather_aware_extension,ARIMA,baseline,2,0.631341,0.138160,0.190430,0.633328,0.746531,0.385684,synthetic_smoke_v0,0.207738
mintou_p2,weather_aware_extension,ARIMA,baseline,3,0.653479,0.144565,0.186505,0.606447,0.765838,0.380846,synthetic_smoke_v0,0.220450
mintou_p2,weather_aware_extension,ARIMA,baseline,4,0.620951,0.137822,0.182525,0.641513,0.753347,0.358012,synthetic_smoke_v0,0.218721
mintou_p2,weather_aware_extension,ARIMA,baseline,5,0.650417,0.140797,0.184961,0.612457,0.757946,0.401110,synthetic_smoke_v0,0.215156
mintou_p2,weather_aware_extension,XGBoost,baseline,1,0.557723,0.124630,0.167772,0.743392,0.673546,0.614356,synthetic_smoke_v0,0.188993
mintou_p2,weather_aware_extension,XGBoost,baseline,2,0.557570,0.123761,0.169566,0.739503,0.663239,0.563285,synthetic_smoke_v0,0.188493
mintou_p2,weather_aware_extension,XGBoost,baseline,3,0.558914,0.124865,0.166564,0.744017,0.652637,0.546848,synthetic_smoke_v0,0.184692
mintou_p2,weather_aware_extension,XGBoost,baseline,4,0.567459,0.125617,0.166920,0.729565,0.678158,0.521641,synthetic_smoke_v0,0.197542
mintou_p2,weather_aware_extension,XGBoost,baseline,5,0.546186,0.128391,0.164838,0.735258,0.667823,0.643267,synthetic_smoke_v0,0.187079
mintou_p2,weather_aware_extension,LSTM,baseline,1,0.525931,0.123506,0.155572,0.769911,0.644322,0.763537,synthetic_smoke_v0,0.183252
mintou_p2,weather_aware_extension,LSTM,baseline,2,0.522308,0.120370,0.162961,0.763973,0.646293,0.660157,synthetic_smoke_v0,0.188829
mintou_p2,weather_aware_extension,LSTM,baseline,3,0.528507,0.118343,0.168601,0.756726,0.658893,0.682217,synthetic_smoke_v0,0.186845
mintou_p2,weather_aware_extension,LSTM,baseline,4,0.546234,0.121666,0.163869,0.734235,0.676003,0.748841,synthetic_smoke_v0,0.191563
mintou_p2,weather_aware_extension,LSTM,baseline,5,0.547452,0.123804,0.167969,0.749443,0.665476,0.763423,synthetic_smoke_v0,0.190340
mintou_p2,weather_aware_extension,BiLSTM,baseline,1,0.514523,0.119976,0.156162,0.776609,0.632558,0.709037,synthetic_smoke_v0,0.184081
mintou_p2,weather_aware_extension,BiLSTM,baseline,2,0.523808,0.123789,0.162092,0.769209,0.629308,0.759079,synthetic_smoke_v0,0.186810
mintou_p2,weather_aware_extension,BiLSTM,baseline,3,0.527972,0.121285,0.155409,0.775461,0.630649,0.789578,synthetic_smoke_v0,0.181583
mintou_p2,weather_aware_extension,BiLSTM,baseline,4,0.525312,0.122302,0.159731,0.758137,0.645681,0.893935,synthetic_smoke_v0,0.181692
mintou_p2,weather_aware_extension,BiLSTM,baseline,5,0.525016,0.116132,0.156766,0.786282,0.634651,0.836096,synthetic_smoke_v0,0.174918
mintou_p2,weather_aware_extension,TCN,baseline,1,0.523078,0.116735,0.157493,0.794318,0.607898,0.744236,synthetic_smoke_v0,0.184690
mintou_p2,weather_aware_extension,TCN,baseline,2,0.506111,0.118323,0.163616,0.778349,0.628643,0.740776,synthetic_smoke_v0,0.188700
mintou_p2,weather_aware_extension,TCN,baseline,3,0.533063,0.115533,0.158845,0.774515,0.649699,0.699101,synthetic_smoke_v0,0.185044
mintou_p2,weather_aware_extension,TCN,baseline,4,0.510230,0.115029,0.159705,0.796931,0.626201,0.811445,synthetic_smoke_v0,0.186021
mintou_p2,weather_aware_extension,TCN,baseline,5,0.508379,0.114830,0.156305,0.800140,0.601109,0.785674,synthetic_smoke_v0,0.175490
mintou_p2,weather_aware_extension,Transformer,baseline,1,0.504809,0.118457,0.155596,0.805289,0.614756,0.873803,synthetic_smoke_v0,0.180125
mintou_p2,weather_aware_extension,Transformer,baseline,2,0.509329,0.113418,0.159043,0.791291,0.617714,0.877540,synthetic_smoke_v0,0.174916
mintou_p2,weather_aware_extension,Transformer,baseline,3,0.493028,0.115534,0.151543,0.797447,0.622247,1.183166,synthetic_smoke_v0,0.178447
mintou_p2,weather_aware_extension,Transformer,baseline,4,0.496930,0.109246,0.150902,0.822159,0.584933,1.187939,synthetic_smoke_v0,0.172619
